EXTERIOR,,INTERIOR,Year,VIN,,,Package Codes,PACKAGES,MSRP,PROD,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VPC
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD37352,,VD37352,,,,"Jan 29, 2018",,,"Maranello BMW, Vaughan, CA",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD37353,,VD37353,,,,"Jan 29, 2018",,,"Bavarian Motor Cars GmbH, Würzburg, DE",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD37354,,VD37354,,,,"Jan 29, 2018",,,"BMW Korea Co., Ltd., Jung-gu, Seoul, KR",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVD37355,,VD37355,,,,"Jan 29, 2018",,,"Pfaff BMW, Mississauga, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD37356,,VD37356,2MK,,,"Jan 29, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD37357,,VD37357,2MK,,,"Jan 29, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD37358,,VD37358,2MK,,,"Jan 29, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD37359,,VD37359,2MK,,,"Jan 29, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD37360,,VD37360,2MK,,,"Jan 29, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD37361,,VD37361,2MK,,,"Jan 29, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD37362,,VD37362,2MK,,,"Jan 29, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD37363,,VD37363,2MK,,,"Jan 29, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD37364,,VD37364,2MK,,,"Jan 29, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD37365,,VD37365,2MK,,,"Jan 29, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD37366,,VD37366,2MK,,,"Jan 29, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD37367,,VD37367,,,,"Jan 29, 2018",,,"BMW Levis, Levis, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD37368,,VD37368,,,,"Jan 29, 2018",,,"Overseas Motors, Windsor, CA",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVD37369,,VD37369,2MK,,,"Jan 30, 2018",,,"Budds' BMW Hamilton, Hamilton, CA",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD37370,,VD37370,2MK,,,"Jan 30, 2018",,,"BMW Durham, Ajax, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD37371,,VD37371,2MK,,,"Jan 30, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVD37372,,VD37372,2MK,,,"Jan 30, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD37373,,VD37373,2MK,,,"Jan 30, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD37374,,VD37374,,,,"Jan 30, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD37375,,VD37375,2MK,,,"Jan 30, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD37376,,VD37376,2MK,,,"Jan 30, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD37377,,VD37377,2MK,,,"Jan 30, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD37378,,VD37378,2MK,,,"Jan 30, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD37379,,VD37379,2MK,,,"Jan 30, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD37380,,VD37380,2MK,,,"Jan 30, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD37381,,VD37381,2MK,,,"Jan 30, 2018",,,"Employee Lease/Purchase Eastern (BM, Laval, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD37382,,VD37382,2MK,,,"Jan 30, 2018",,,"Employee Lease/Purchase Eastern (BM, Laval, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD37383,,VD37383,2MK,,,"Jan 30, 2018",,,"Employee Lease/Purchase Central (BM, Richmond Hill, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD37384,,VD37384,2MK,,,"Jan 30, 2018",,,"Performance BMW, St. Catharines, CA",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD37385,,VD37385,,,,"Jan 30, 2018",,,"Budds' BMW Hamilton, Hamilton, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVD37386,,VD37386,2MK,,,"Jan 30, 2018",,,"Elite BMW, Ottawa, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD37387,,VD37387,2MK,,,"Jan 30, 2018",,,"BMW Toronto, Toronto, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD37388,,VD37388,2MK,,,"Jan 30, 2018",,,"BMW Toronto, Toronto, CA",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD37389,,VD37389,2MK,,,"Jan 31, 2018",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD37390,,VD37390,2MK,,,"Jan 31, 2018",,,"BMW of Pittsburgh, Pittsburgh, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD37391,,VD37391,2MK,,,"Jan 31, 2018",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD37392,,VD37392,2MK,,,"Jan 31, 2018",,,"Fields BMW, Winter Park, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD37393,,VD37393,,,,"Jan 31, 2018",,,"I. G. Burton BMW, Milford, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD37394,,VD37394,2MK,,,"Jan 31, 2018",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD37395,,VD37395,2MK,,,"Jan 31, 2018",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD37396,,VD37396,2MK,,,"Jan 31, 2018",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD37397,,VD37397,2MK,,,"Jan 31, 2018",,,"Habberstad BMW, Huntington Station, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD37398,,VD37398,,,,"Jan 31, 2018",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD37399,,VD37399,2MK,,,"Jan 31, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD37400,,VD37400,2MK,,,"Jan 31, 2018",,,"BMW of Devon, Devon, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD37401,,VD37401,2MK,,,"Jan 31, 2018",,,"BMW of Freehold, Freehold, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD37402,,VD37402,,,,"Jan 31, 2018",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD37403,,VD37403,,,,"Feb 1, 2018",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD37404,,VD37404,,,,"Feb 1, 2018",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVD37405,,VD37405,2MK,,,"Feb 1, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD37406,,VD37406,2MK,,,"Feb 1, 2018",,,"BMW of Manhasset, Manhasset, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD37407,,VD37407,,,,"Feb 1, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD37408,,VD37408,2MK,,,"Feb 1, 2018",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD37409,,VD37409,,,,"Feb 1, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD37410,,VD37410,,,,"Feb 1, 2018",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD37411,,VD37411,2MK,,,"Feb 1, 2018",,,"BMW Encinitas, Encinitas, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD37412,,VD37412,2MK,,,"Feb 1, 2018",,,"BMW of Escondido, Escondido, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD37413,,VD37413,,,,"Feb 1, 2018",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD37414,,VD37414,,,,"Feb 1, 2018",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD37415,,VD37415,2MK,,,"Feb 1, 2018",,,"Sandy Sansing BMW, Pensacola, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD37416,,VD37416,,,,"Feb 1, 2018",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD37417,,VD37417,,,,"Feb 1, 2018",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD37418,,VD37418,2MK,,,"Feb 1, 2018",,,"Newbold BMW, O Fallon, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVD37419,,VD37419,2MK,,,"Feb 1, 2018",,,"Passport BMW, Suitland, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD37420,,VD37420,2MK,,,"Feb 1, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD37421,,VD37421,2MK,,,"Feb 1, 2018",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVD37422,,VD37422,2MK,,,"Feb 1, 2018",,,"BMW of Oyster Bay, Oyster Bay, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD37423,,VD37423,2MK,,,"Feb 2, 2018",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD37424,,VD37424,2MK,,,"Feb 2, 2018",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD37425,,VD37425,2MK,,,"Feb 2, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD37426,,VD37426,2MK,,,"Feb 2, 2018",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD37427,,VD37427,2MK,,,"Feb 2, 2018",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD37428,,VD37428,2MK,,,"Feb 2, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD37429,,VD37429,,,,"Feb 2, 2018",,,No information,,,,,,,,
,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD37430,,VD37430,,,,"Feb 2, 2018",,,"BMW of Atlantic City, Egg Harbor Township, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD37431,,VD37431,,,,"Feb 2, 2018",,,"BMW of Bridgewater, Bridgewater, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD37432,,VD37432,2MK,,,"Feb 2, 2018",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD37433,,VD37433,2MK,,,"Feb 2, 2018",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD37434,,VD37434,2MK,,,"Feb 2, 2018",,,"BMW of Mountain View, Mountain View, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD37435,,VD37435,2MK,,,"Feb 2, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVD37436,,VD37436,2MK,,,"Feb 2, 2018",,,"BMW of Buena Park, Buena Park, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD37437,,VD37437,2MK,,,"Feb 2, 2018",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD37438,,VD37438,,,,"Feb 2, 2018",,,"BMW Encinitas, Encinitas, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD37439,,VD37439,2MK,,,"Feb 5, 2018",,,"Crevier BMW, Santa Ana, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD37440,,VD37440,,,,"Feb 5, 2018",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD37441,,VD37441,,,,"Feb 5, 2018",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD37442,,VD37442,,,,"Feb 5, 2018",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD37443,,VD37443,2MK,,,"Feb 5, 2018",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD37444,,VD37444,2MK,,,"Feb 5, 2018",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD37445,,VD37445,2MK,,,"Feb 5, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD37446,,VD37446,,,,"Feb 5, 2018",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD37447,,VD37447,,,,"Feb 5, 2018",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD37448,,VD37448,,,,"Feb 5, 2018",,,"BMW Fresno, Fresno, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD37449,,VD37449,2MK,,,"Feb 5, 2018",,,"BMW of Gainesville, Gainesville, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD37450,,VD37450,,,,"Feb 5, 2018",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD37451,,VD37451,2MK,,,"Feb 5, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD37452,,VD37452,,,,"Feb 5, 2018",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVD37453,,VD37453,2MK,,,"Feb 5, 2018",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD37454,,VD37454,2MK,,,"Feb 5, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD37455,,VD37455,2MK,,,"Feb 6, 2018",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD37456,,VD37456,2MK,,,"Feb 6, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD37457,,VD37457,2MK,,,"Feb 6, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD37458,,VD37458,2MK,,,"Feb 6, 2018",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD37459,,VD37459,2MK,,,"Feb 6, 2018",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD37460,,VD37460,,,,"Feb 6, 2018",,,"McKenna BMW, Norwalk, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD37461,,VD37461,2MK,,,"Feb 6, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD37462,,VD37462,2MK,,,"Feb 6, 2018",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD37463,,VD37463,2MK,,,"Feb 6, 2018",,,"Center BMW, Sherman Oaks, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD37464,,VD37464,,,,"Feb 6, 2018",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD37465,,VD37465,,,,"Feb 6, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD37466,,VD37466,2MK,,,"Feb 6, 2018",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVD37467,,VD37467,,,,"Feb 6, 2018",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD37468,,VD37468,2MK,,,"Feb 6, 2018",,,"Jackie Cooper Imports/MINI, Edmond, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD37469,,VD37469,2MK,,,"Feb 6, 2018",,,"BMW of Orland Park, Orland Park, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVD37470,,VD37470,2MK,,,"Feb 6, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD37471,,VD37471,,,,"Feb 6, 2018",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD37472,,VD37472,,,,"Feb 6, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD37473,,VD37473,,,,"Feb 6, 2018",,,"BMW of San Rafael, San Rafael, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD37474,,VD37474,2MK,,,"Feb 7, 2018",,,"McKenna BMW, Norwalk, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD37475,,VD37475,2MK,,,"Feb 7, 2018",,,"BMW of Vista, Vista, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVD37476,,VD37476,,,,"Feb 7, 2018",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD37477,,VD37477,,,,"Feb 7, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD37478,,VD37478,2MK,,,"Feb 7, 2018",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD37479,,VD37479,,,,"Feb 7, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVD37480,,VD37480,,,,"Feb 7, 2018",,,"Irvine BMW, Irvine, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVD37481,,VD37481,,,,"Feb 7, 2018",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVD37482,,VD37482,2MK,,,"Feb 7, 2018",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVD37483,,VD37483,,,,"Feb 7, 2018",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVD37484,,VD37484,2MK,,,"Feb 7, 2018",,,"Galleria BMW, D'Iberville, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVD37485,,VD37485,,,,"Feb 7, 2018",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVD37486,,VD37486,2MK,,,"Feb 7, 2018",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVD37487,,VD37487,,,,"Feb 7, 2018",,,"McKenna BMW, Norwalk, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVD37488,,VD37488,2MK,,,"Feb 7, 2018",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVD37489,,VD37489,2MK,,,"Feb 7, 2018",,,"Crevier BMW, Santa Ana, US",,,,,,,,
